type,text,text_clean,target
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...,ham",christmas occasion celebrate reflection ur value desire affectionsamp tradition ideal christmasham,0
ham,"Sending you greetings of joy and happiness. Do have a gr8 evening,ham",send greeting joy happiness gr8 eveningham,0
ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\"""",ham",hi darlin cantdo anythingtomorrow myparent aretake outfor meal u free katexxxham,0
ham,"If india win or level series means this is record:),ham",india win level series mean recordham,0
ham,"Then what about further plan?,ham",planham,0
ham,"Its good to hear from you,ham",good hear youham,0
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah,ham",awesome deal gate charles tell night uh yeahham,0
ham,"What time you thinkin of goin?,ham",time thinkin goinham,0
spam,"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,spam",free mobile video player free movie collect text 89105 free extra film order t c apply 18 yr onlyspam,1
spam,"Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,spam",save money wedding lingerie wwwbridalpetticoatdreamscouk choose superb selection national delivery bring weddingfriendspam,1
ham,"Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,ham",board work fine issue overheat reslove software inst pende come 8'o clockham,0
ham,"Yes but I don't care cause I know its there!,ham",yes care cause know thereham,0
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. .."",ham",wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal ham,0
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ,ham",mon okie lor haha good cheap n gd food la ex oso okie depend wana eat western chinese food den u prefer ham,0
ham,"Sitting ard nothing to do lor. U leh busy w work?,ham",sit ard lor u leh busy w workham,0
ham,"Its  &lt;#&gt; k here oh. Should i send home for sale.,ham",  ltgt k oh send home saleham,0
ham,"Sorry. || mail? || ,ham",sorry   mail   ham,0
ham,"Ya just telling abt tht incident..,ham",ya tell abt tht incidentham,0
ham,"Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham",yes outside like 2 hour family wake cause start 1 amham,0
ham,"Ugh just got outta class,ham",ugh outta classham,0
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna,ham",nowadays people notixiquate laxinorficated opportunity bambling entropication oblisingately opt ur book masteriastere amplikater fidalfication champlaxigate think atrocious wotz ur opinion junnaham,0
ham,"I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ham",file bagi work mei tell find roomham,0
ham,"No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,ham",need lar jus test e phone card dunno network gd thk wait 4 sis 2 finish bathing bathe dun disturb u liao u clean ur roomham,0
ham,"Ok. I.ll do you right later.,ham",ok ill right laterham,0
ham,"Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham",friendship poem dear o dear u r near hear fear live cheer tear u r dear gud ni8ham,0
ham,"Have your lunch and come quickly and open the door:),ham",lunch come quickly open doorham,0
spam,"Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,spam",hear u4 night knicker beg like u time 01223585236 xx luv nikiyu4netspam,1
ham,"I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,ham",bit long cos accident a30 divert wadebridgei brilliant weekend thank speak soon lot loveham,0
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...,ham",k yan jiu liao sit 4 bugis vill frm 10 3 den hop parco 4 nb sun cine frm 1030 2 den hop orc mrt 4 hip hop 4ham,0
spam,"Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam",bloomberg message center 447797706009 wait apply future httpcareer bloombergcomspam,1
ham,"i am seeking a lady in the street and a freak in the sheets. Is that you?,ham",seek lady street freak sheet youham,0
ham,"My phone,ham",phoneham,0
ham,"Haha figures, well I found the piece and priscilla's bowl,ham",haha figure find piece priscilla bowlham,0
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though,ham",actually fuck find excuse tampa point january thoughham,0
spam,"URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam",urgent try contact u todays draw win å800 prize guarantee 09050001808 land line claim m95 valid12hrs onlyspam,1
ham,"yay! finally lol. i missed our cinema trip last week :-(,ham",yay finally lol miss cinema trip week ham,0
ham,"All day working day:)except saturday and sunday..,ham",day work dayexcept saturday sundayham,0
ham,"aathi..where are you dear..,ham",aathiwhere dearham,0
ham,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham",heart love mind wisdom eye r dream amp life frnd alwy touch good night amp sweet dreamsham,0
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.,ham",think iûm wait bus inform thereham,0
ham,"You getting back any time soon?,ham",time soonham,0
ham,", how's things? Just a quick question.,ham",thing quick questionham,0
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng,ham",night end day morning come special way smile like sunny ray leave worry blue blue bay gud mrngham,0
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?,ham",probably come everybody   ltgt   rightham,0
ham,"I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham",new year cos yetunde want surprise money return mid january   ltgt day return period endedham,0
ham,"I can ask around but there's not a lot in terms of mids up here,ham",ask lot term mid hereham,0
ham,"Be sure to check your yahoo email. We sent photos yesterday,ham",sure check yahoo email send photo yesterdayham,0
ham,"What was she looking for?,ham",look forham,0
ham,"Wherre's my boytoy ? :-(,ham",wherre boytoy   ham,0
spam,"Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam",want new video phone750 anytime network min 150 text pound week 08000776320 reply delivery tomorrowspam,1
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*,ham",hello love day   wish fine babe hope find job prospect miss boytoy   tease kissham,0
ham,"Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham",tell   bad character u dnt lik try change   ltgt   ll add tat 2 new year resolution wait ur replybe frankgood morningham,0
ham,"No:-)i got rumour that you going to buy apartment in chennai:-),ham",noi rumour buy apartment chennaiham,0
ham,"Yeah, probably earlier than that,ham",yeah probably early thatham,0
ham,"Change windows logoff sound..,ham",change window logoff soundham,0
ham,"Still i have not checked it da. . .,ham",check da   ham,0
ham,"I'm also came to room.,ham",come roomham,0
ham,"Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,ham",huh lesson 4 lei n thinkin sch early n tot parkin kent vale   ham,0
ham,"Ok.,ham",okham,0
ham,"I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham",reach office   ltdecimalgt   amp mobile problem cann't voice asa freeham,0
ham,"Cool, text me when you head out,ham",cool text head outham,0
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P,spam",contact date service know find land line 09050000878 pobox45w2tg150pspam,1
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text,spam",wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std textspam,1
ham,"Happy birthday... May u find ur prince charming soon n dun work too hard...,ham",happy birthday u find ur prince charming soon n dun work hardham,0
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served,ham",oh grand bit party mention cover charge probably come servedham,0
ham,"You said to me before i went back to bed that you can't sleep for anything.,ham",bed sleep anythingham,0
ham,"I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham",hope arnt piss d like tomorrow love xxxxxxxxxxxxxxham,0
spam,"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam",dorothykiefercom bank granite issue strongbuy explosive pick member 300   nasdaq symbol cdgt 500 perspam,1
ham,"says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,ham",  ltgt   year old man money   ltgt   wait checkham,0
ham,"I will come to ur home now,ham",come ur home nowham,0
ham,"Free any day but i finish at 6 on mon n thurs...,ham",free day finish 6 mon n thursham,0
ham,"Will you be here for food,ham",foodham,0
ham,"life alle mone,eppolum oru pole allalo,ham",life alle moneeppolum oru pole allaloham,0
ham,"Nite...,ham",niteham,0
ham,"Two fundamentals of cool life: \Walk, like you are the KING\""...! OR \""Walk like you Dont care,whoever is the KING\""!... Gud nyt"",ham",fundamental cool life walk like king walk like carewhoever king gud nytham,0
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ,ham",camera good 101mega pixel 3optical 5digital doom lovely holiday safe hope hav good journey happy new year couple week ham,0
ham,"Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham",hi peteynoiåõm ok want 2 chat coz avent speak 2 u 4 long timehope ur doin alritehave good nit js love ya amxham,0
ham,"I just saw ron burgundy captaining a party boat so yeah,ham",ron burgundy captain party boat yeahham,0
ham,"I'm serious. You are in the money base,ham",money baseham,0
ham,"Already one guy loving you:-.,ham",guy love youham,0
ham,"Staff of placement training in Amrita college.,ham",staff placement training amrita collegeham,0
ham,"I always chat with you. In fact i need money can you raise me?,ham",chat fact need money raise meham,0
ham,"I'm job profile seems like bpo..,ham",job profile like bpoham,0
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?,ham",cos didnût nighter persevere find cheap apologise advance sleep itham,0
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.,ham",think actually talk boss morning place year tell car fix cheap tell today hope come regret number etcham,0
ham,"Are you willing to go for apps class.,ham",willing app classham,0
ham,"Hanging out with my brother and his family,ham",hang brother familyham,0
ham,"No it will reach by 9 only. She telling she will be there. I dont know,ham",reach 9 tell knowham,0
ham,"Hey... are you going to quit soon? Xuhui and i working till end of the month ,ham",hey quit soon xuhui work till end month ham,0
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx,ham",m sorry bout nite wasnåõt ur fault spouse pmt sumthin u 4give think u shldxxxxham,0
ham,"Try neva mate!!,ham",try neva mateham,0
ham,"Yeah that'd pretty much be the best case scenario,ham",yeah pretty good case scenarioham,0
ham,"I not free today i haf 2 pick my parents up tonite...,ham",free today haf 2 pick parent toniteham,0
ham,"\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X\"""",ham",hey babe far 2 spunout 2 spk da mo dead 2 da wrld sleep da sofa day cool nytho tx 4 fonin hon 2mwen m bk frmcloud 9 j xham,0
ham,"Should i send you naughty pix? :),ham",send naughty pix ham,0
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE,spam",å1000 winner guarantee caller prize final attempt contact claim 09071517866 150ppmpobox10183bhamb64xespam,1
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!,spam",xmas   new year eve ticket sale club day 10 till 8 pm thur fri   sit night week sell fastspam,1
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?,ham",tyler 8th leave long 9 like hourham,0
ham,"Prepare to be pounded every night...,ham",prepare pound nightham,0
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.,ham",actually mobile msg m work online need send   ltgt   send msg wil explain u laterham,0
ham,"Sorry, I'll call later,ham",sorry laterham,0
ham,"Good evening! How are you?,ham",good evening youham,0
ham,"I'm at home. Please call,ham",home callham,0
ham,"Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,ham",oic cos n sis lunch today dad dunno 2 eat sch watham,0
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*,ham",mmmmm   sooooo good wake word morning love mmmm fuck   love lion   devour kiss seaham,0
ham,"We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,ham",pleased inform application airtel broadband process successfully installation happen 3 daysham,0
ham,"What happen dear. Why you silent. I am tensed,ham",happen dear silent tensedham,0
ham,"I'll get there at 3, unless you guys want me to come some time sooner,ham",3 guy want come time soonerham,0
ham,"If you are not coughing then its nothing,ham",cough nothingham,0
ham,"ÌÏ come lt 25 n pass to me lar,ham",ìï come lt 25 n pass larham,0
ham,"I'm e person who's doing e sms survey...,ham",e person e sms surveyham,0
ham,"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham",lol ok ill try send warn sprint dead slow prolly tomorrowham,0
ham,"Thank You meet you monday,ham",thank meet mondayham,0
ham,"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,ham",th gower mate r u man good wales ill b åômorrow c u wk msg 4 åð randomham,0
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel,spam",rock yr chik 100 filthy film xxx pic yr phone rply filth 69669 saristar ltd e14 9yt 08701752560 450p 5 day stop2 cancelspam,1
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but, don't miss ur best life for anything... Gud nyt..."",ham",single line big meaning miss 4 ur good life miss ur good life gud nytham,0
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like,ham",like   ltgt   later feel likeham,0
ham,"Dad wanted to talk about the apartment so I got a late start, omw now,ham",dad want talk apartment late start omw nowham,0
ham,"I love you both too :-),ham",love ham,0
ham,"Lol u still feeling sick?,ham",lol u feel sickham,0
ham,"Din i tell u jus now 420,ham",din tell u jus 420ham,0
ham,"am up to my eyes in philosophy,ham",eye philosophyham,0
spam,"From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,spam",month upto 50 4 ur standard network charge 2 activate 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost å150 min mobcudb morespam,1
ham,"Ok lor. I'm in town now lei.,ham",ok lor town leiham,0
ham,"I had it already..sabarish asked me to go..,ham",alreadysabarish ask goham,0
ham,"No da. . Vijay going to talk in jaya tv,ham",da   vijay talk jaya tvham,0
spam,"URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam",urgent try contact u todays draw win å800 prize guarantee 09050000460 land line claim j89 po box245c2150pmspam,1
ham,"Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham",lol know hey great inpersonation flea forum love itham,0
spam,"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam",text banneduk 89555 cost 150p textoperator g696ga 18 xxxspam,1
ham,"Still chance there. If you search hard you will get it..let have a try :),ham",chance search hard itlet try ham,0
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.,spam",auction round 4 high bid å54 maximum bid å71 bid send bid e g 10 bid å10 83383 good luckspam,1
ham,"Do you always celebrate NY's with your family ?,ham",celebrate ny family ham,0
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-,ham",know taj mahal symbol love lesser know fact 1 mumtaz shahjahan 4th wife 7 wife 2 shahjahan kill mumtaz husband marry 3 mumtaz die   ltgt th delivery 4 marry mumtaz sister question arise hell love great hariham,0
ham,"Its ok..come to my home it vl nice to meet and v can chat..,ham",okcome home vl nice meet v chatham,0
spam,"Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam",collect valentine weekend paris inc flight   hotel   å200 prize guarantee text paris 69101 wwwrtfsphostingcomspam,1
ham,"Sent me de webadres for geting salary slip,ham",send de webadre salary slipham,0
ham,"She's fine. Sends her greetings,ham",fine send greetingsham,0
spam,"Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam",customer loyalty offerthe new nokia6650 mobile å10 txtauction txt word start 81151   4tctxt tc 150pmtmsgspam,1
ham,"But you dint in touch with me.,ham",dint touch meham,0
ham,"Yup, leaving right now, be back soon,ham",yup leave right soonham,0
spam,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam",believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxtspam,1
ham,"Yeah sure I'll leave in a min,ham",yeah sure leave minham,0
ham,"And do you have any one that can teach me how to ship cars.,ham",teach ship carsham,0
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL,ham",sign maturity start big thing actually start understand small thing nice evening bslvylham,0
ham,"Yeah confirmed for you staying at  that weekend,ham",yeah confirm stay   weekendham,0
ham,"They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,ham",ì dun haf passport smth like dat ì juz send email account   ham,0
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.,ham",multiply number independently count decimal point division push decimal place like youham,0
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning,ham",lovely night wake message hope smile know great morningham,0
ham,"Ard 4 lor...,ham",ard 4 lorham,0
ham,"You are right. Meanwhile how's project twins comin up,ham",right project twin comin upham,0
ham,"I sent your maga that money yesterday oh.,ham",send maga money yesterday ohham,0
spam,"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam",hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å10 txtauctiontxt wordstart no81151   now4tspam,1
ham,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham",heart love mind wisdom eye r dream amp life frnd alwy touch good night amp sweet dreamsham,0
spam,"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam",hot n horny willing live local   text reply hear strt 150p msg netcollex ltdhelpdesk 02085076972 reply stop endspam,1
ham,"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham",ride equally uneventful   pesky cyclist time night ham,0
ham,"If you were/are free i can give. Otherwise nalla adi entey nattil kittum,ham",wereare free nalla adi entey nattil kittumham,0
ham,"I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,ham",send wife text buy tell relax wkendham,0
ham,"I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham",escape theatre   watch kavalan minutesham,0
ham,"How much would it cost to hire a hitman,ham",cost hire hitmanham,0
ham,"I anything lor...,ham",lorham,0
ham,"Sorry, I'll call later,ham",sorry laterham,0
spam,"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam",want new nokia 3510i colour phone deliver tomorrow 200 free minute mobile   100 free text   free camcorder reply 08000930705spam,1
ham,"Huh but i cant go 2 ur house empty handed right?,ham",huh 2 ur house handed rightham,0
ham,"Good morning princess! Happy New Year!,ham",good morning princess happy new yearham,0
spam,"Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam",congratulation win winner august å1000 prize draw 09066660100 prize code 2309spam,1
ham,"Aight, we'll head out in a few,ham",aight head fewham,0
ham,"Then wat r u doing now? Busy wif work?,ham",wat r u busy wif workham,0
ham,"I know you mood off today,ham",know mood todayham,0
ham,"Jay told me already, will do,ham",jay tell doham,0
ham,"Cps is causing the outages to conserve energy.,ham",cps cause outage conserve energyham,0
ham,"I'm not sure, I was just checking out what was happening around the area,ham",sure check happen areaham,0
ham,"Hey morning what you come to ask:-) pa...,ham",hey morning come ask paham,0
ham,"Jordan got voted out last nite!,ham",jordan vote niteham,0
ham,"That means you got an A in epi, she.s fine. She.s here now.,ham",mean epi s fine s nowham,0
ham,"I have no idea where you are,ham",idea areham,0
ham,"Pls come quick cant bare this.,ham",pls come quick bare thisham,0
ham,"Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham",joy father john john   joy father u ans th hav   ltgt   iq tis s ias question try answerham,0
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep,ham",m unable cal lets meet bhaskar deepham,0
ham,"No. I.ll meet you in the library,ham",ill meet libraryham,0
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure,ham",k roommate want dubsack friend want plan bring extra tell know sureham,0
ham,"Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,ham",depend individual lor e hair dresser pretty parent look gong u kaypoh dunno wat collectingham,0
ham,"Ok c Ì_ then.,ham",ok c ì thenham,0
ham,"I enjoy watching and playing football and basketball. Anything outdoors. And you?,ham",enjoy watch play football basketball outdoors youham,0
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb,ham",ask macho price range want new plus interfue blackberry bold   ltgt   bbham,0
ham,"Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham",sorry send blank msg yup try 2 study nowham,0
ham,"Hey check it da. I have listed da.,ham",hey check da list daham,0
spam,"8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam",8007 25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity spam,1
ham,"I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham",mean apology texte drug   ltgt nightham,0
ham,"That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham",mean february april place stay hustle forth audition season sister away harlemham,0
ham,"Goin to workout lor... Muz lose e fats... ,ham",goin workout lor muz lose e fat ham,0
ham,"Damn, poor zac doesn't stand a chance,ham",damn poor zac stand chanceham,0
ham,"No message..no responce..what happend?,ham",messageno responcewhat happendham,0
ham,"I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),ham",want tel u thing u mistake k message sentham,0
ham,"Yeah right! I'll bring my tape measure fri!,ham",yeah right bring tape measure friham,0
ham,"Still chance there. If you search hard you will get it..let have a try :),ham",chance search hard itlet try ham,0
ham,"Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham",meet u work    tel shall work tomorrowham,0
ham,"Should I head straight there or what,ham",head straight whatham,0
spam,"Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,spam",official england poly ringtone colour flag yer mobile tonight game text tone flag 84199 optout txt eng stop box39822 w111wx å150spam,1
ham,"Thank you princess! You are so sexy...,ham",thank princess sexyham,0
ham,"Oooh I got plenty of those!,ham",oooh plenty thoseham,0
ham,"Hui xin is in da lib.,ham",hui xin da libham,0
ham,"Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham",big difference   ltgt   versus   ltgt     ltgt hrsham,0
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.,ham",cry stuff happen push edge underdtand cry sorry sorry lifeham,0
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""",ham",2 babe feel let 4get itboth try cheer upnot fit soo muchxxlove u locaxxham,0
ham,"You know what hook up means right?,ham",know hook mean rightham,0
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622,spam",customer service announcement recently try delivery unable 07090298926 reschedule ref9307622spam,1
ham,"Wat's da model num of ur phone?,ham",wat da model num ur phoneham,0
ham,"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,ham",skateboard despite fact throw wind bandage shit arm minutesham,0
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"",spam",stop club tone reply stop mix mytonecomenjoy html term club tone cost gbp450week mfl po box 1146 mk45 2wt 23spam,1
ham,"My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,ham",house e sky dark liao rain excuse 2 run rite heeham,0
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.,ham",sorry leave phone upstairs ok hectic bird fall swoop dateham,0
ham,"* Thought I didn't see you.,ham",think youham,0
spam,"wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,spam",wamma laidwant real doggin location send direct mobile join uks large dog network txt dog 69696 nownyt ec2a 3lp å150msgspam,1
ham,"Carlos says we can pick up from him later so yeah we're set,ham",carlos pick later yeah setham,0
ham,"Hey babe, my friend had to cancel, still up for a visit ?,ham",hey babe friend cancel visit ham,0
