type,text,target,text_clean,text_encoded
ham,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham",0,heart love mind wisdom eye r dream amp life frnd alwy touch good night amp sweet dreamsham,"[155, 15, 195, 1, 729, 24, 459, 73, 82, 268, 1, 487, 8, 64, 73, 218, 801]"
ham,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.,ham",0,think iûm wait bus inform thereham,"[20, 1, 45, 284, 905, 219]"
ham,"You getting back any time soon?,ham",0,time soonham,"[18, 420]"
ham,", how's things? Just a quick question.,ham",0,thing quick questionham,"[55, 1, 1]"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng,ham",0,night end day morning come special way smile like sunny ray leave worry blue blue bay gud mrngham,"[64, 114, 21, 109, 6, 158, 68, 110, 13, 1, 1, 53, 306, 642, 642, 1, 108, 877]"
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?,ham",0,probably come everybody   ltgt   rightham,"[231, 6, 1, 11, 518]"
ham,"I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham",0,new year cos yetunde want surprise money return mid january   ltgt day return period endedham,"[31, 95, 83, 1, 14, 664, 128, 521, 870, 1, 11, 21, 521, 1, 1]"
ham,"I can ask around but there's not a lot in terms of mids up here,ham",0,ask lot term mid hereham,"[34, 149, 555, 870, 336]"
ham,"Be sure to check your yahoo email. We sent photos yesterday,ham",0,sure check yahoo email send photo yesterdayham,"[98, 127, 941, 531, 9, 659, 1]"
ham,"What was she looking for?,ham",0,look forham,"[93, 1]"
ham,"Wherre's my boytoy ? :-(,ham",0,wherre boytoy   ham,"[1, 517, 5]"
spam,"Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam",1,want new video phone750 anytime network min 150 text pound week 08000776320 reply delivery tomorrowspam,"[14, 31, 246, 1, 553, 232, 116, 645, 17, 267, 37, 1, 28, 406, 893]"
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*,ham",0,hello love day   wish fine babe hope find job prospect miss boytoy   tease kissham,"[140, 15, 21, 102, 170, 85, 39, 62, 192, 1, 35, 517, 931, 533]"
ham,"Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham",0,tell   bad character u dnt lik try change   ltgt   ll add tat 2 new year resolution wait ur replybe frankgood morningham,"[19, 204, 1, 2, 590, 1, 43, 225, 11, 1, 501, 1, 3, 31, 95, 1, 45, 4, 1, 1, 534]"
ham,"No:-)i got rumour that you going to buy apartment in chennai:-),ham",0,noi rumour buy apartment chennaiham,"[1, 1, 91, 903, 1]"
ham,"Yeah, probably earlier than that,ham",0,yeah probably early thatham,"[77, 231, 173, 331]"
ham,"Change windows logoff sound..,ham",0,change window logoff soundham,"[225, 1, 1, 1]"
ham,"Still i have not checked it da. . .,ham",0,check da   ham,"[127, 52, 5]"
ham,"I'm also came to room.,ham",0,come roomham,"[6, 809]"
ham,"Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,ham",0,huh lesson 4 lei n thinkin sch early n tot parkin kent vale   ham,"[493, 320, 7, 474, 29, 985, 419, 173, 29, 381, 1, 1, 1, 5]"
ham,"Ok.,ham",0,okham,[118]
ham,"I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham",0,reach office   ltdecimalgt   amp mobile problem cann't voice asa freeham,"[147, 416, 357, 73, 27, 249, 1, 846, 1, 678]"
ham,"Cool, text me when you head out,ham",0,cool text head outham,"[171, 17, 391, 360]"
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P,spam",1,contact date service know find land line 09050000878 pobox45w2tg150pspam,"[84, 216, 87, 10, 62, 417, 148, 1, 1]"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text,spam",1,wan2 win meetgreet westlife 4 u m8 currently tour 1unbreakable 2untamed 3unkempt text 12 3 83049 cost 50p std textspam,"[1, 26, 1, 1, 7, 2, 1, 593, 1, 1, 1, 1, 17, 537, 97, 1, 184, 1, 803, 1]"
ham,"Happy birthday... May u find ur prince charming soon n dun work too hard...,ham",0,happy birthday u find ur prince charming soon n dun work hardham,"[54, 265, 2, 62, 4, 1, 1, 161, 29, 123, 40, 1]"
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served,ham",0,oh grand bit party mention cover charge probably come servedham,"[58, 1, 198, 571, 1, 1, 217, 231, 6, 1]"
ham,"You said to me before i went back to bed that you can't sleep for anything.,ham",0,bed sleep anythingham,"[322, 86, 812]"
ham,"I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham",0,hope arnt piss d like tomorrow love xxxxxxxxxxxxxxham,"[39, 1, 1, 38, 13, 124, 15, 1]"
spam,"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam",1,dorothykiefercom bank granite issue strongbuy explosive pick member 300   nasdaq symbol cdgt 500 perspam,"[1, 461, 1, 1, 1, 1, 63, 779, 1, 1, 1, 1, 312, 1]"
ham,"says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,ham",0,  ltgt   year old man money   ltgt   wait checkham,"[11, 95, 386, 137, 128, 11, 45, 1]"
ham,"I will come to ur home now,ham",0,come ur home nowham,"[6, 4, 32, 90]"
ham,"Free any day but i finish at 6 on mon n thurs...,ham",0,free day finish 6 mon n thursham,"[12, 21, 113, 261, 1, 29, 1]"
ham,"Will you be here for food,ham",0,foodham,[1]
ham,"life alle mone,eppolum oru pole allalo,ham",0,life alle moneeppolum oru pole allaloham,"[82, 1, 1, 1, 1, 1]"
ham,"Nite...,ham",0,niteham,[1]
ham,"Two fundamentals of cool life: \Walk, like you are the KING\""...! OR \""Walk like you Dont care,whoever is the KING\""!... Gud nyt"",ham",0,fundamental cool life walk like king walk like carewhoever king gud nytham,"[1, 171, 82, 258, 13, 862, 258, 13, 1, 862, 108, 661]"
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ,ham",0,camera good 101mega pixel 3optical 5digital doom lovely holiday safe hope hav good journey happy new year couple week ham,"[206, 8, 1, 1, 1, 1, 1, 532, 159, 1, 39, 295, 8, 1, 54, 31, 95, 598, 37, 5]"
ham,"Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham",0,hi peteynoiåõm ok want 2 chat coz avent speak 2 u 4 long timehope ur doin alritehave good nit js love ya amxham,"[36, 1, 16, 14, 3, 125, 414, 1, 160, 3, 2, 7, 144, 1, 4, 709, 1, 8, 1, 1, 15, 130, 1]"
ham,"I just saw ron burgundy captaining a party boat so yeah,ham",0,ron burgundy captain party boat yeahham,"[1, 1, 1, 571, 1, 1]"
ham,"I'm serious. You are in the money base,ham",0,money baseham,"[128, 1]"
ham,"Already one guy loving you:-.,ham",0,guy love youham,"[112, 15, 81]"
ham,"Staff of placement training in Amrita college.,ham",0,staff placement training amrita collegeham,"[1, 1, 1, 1, 1]"
ham,"I always chat with you. In fact i need money can you raise me?,ham",0,chat fact need money raise meham,"[125, 727, 22, 128, 1, 80]"
ham,"I'm job profile seems like bpo..,ham",0,job profile like bpoham,"[192, 1, 13, 1]"
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?,ham",0,cos didnût nighter persevere find cheap apologise advance sleep itham,"[83, 1, 1, 1, 62, 558, 1, 1, 86, 119]"
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.,ham",0,think actually talk boss morning place year tell car fix cheap tell today hope come regret number etcham,"[20, 238, 121, 902, 109, 122, 95, 19, 196, 551, 558, 19, 41, 39, 6, 1, 60, 1]"
ham,"Are you willing to go for apps class.,ham",0,willing app classham,"[1, 1, 541]"
ham,"Hanging out with my brother and his family,ham",0,hang brother familyham,"[1, 405, 1]"
ham,"No it will reach by 9 only. She telling she will be there. I dont know,ham",0,reach 9 tell knowham,"[147, 283, 19, 529]"
ham,"Hey... are you going to quit soon? Xuhui and i working till end of the month ,ham",0,hey quit soon xuhui work till end month ham,"[47, 1, 161, 1, 40, 319, 114, 190, 5]"
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx,ham",0,m sorry bout nite wasnåõt ur fault spouse pmt sumthin u 4give think u shldxxxxham,"[51, 25, 524, 549, 1, 4, 1, 1, 1, 1, 2, 1, 20, 2, 1]"
ham,"Try neva mate!!,ham",0,try neva mateham,"[43, 447, 1]"
ham,"Yeah that'd pretty much be the best case scenario,ham",0,yeah pretty good case scenarioham,"[77, 528, 8, 550, 1]"
ham,"I not free today i haf 2 pick my parents up tonite...,ham",0,free today haf 2 pick parent toniteham,"[12, 41, 355, 3, 63, 502, 1]"
ham,"\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X\"""",ham",0,hey babe far 2 spunout 2 spk da mo dead 2 da wrld sleep da sofa day cool nytho tx 4 fonin hon 2mwen m bk frmcloud 9 j xham,"[47, 85, 559, 3, 1, 3, 1, 52, 1, 918, 3, 52, 1, 86, 52, 1, 21, 171, 1, 1, 7, 1, 1, 1, 51, 1, 1, 283, 1, 469]"
ham,"Should i send you naughty pix? :),ham",0,send naughty pix ham,"[9, 1, 1, 5]"
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE,spam",1,å1000 winner guarantee caller prize final attempt contact claim 09071517866 150ppmpobox10183bhamb64xespam,"[209, 505, 131, 423, 67, 422, 332, 84, 42, 1, 1]"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!,spam",1,xmas   new year eve ticket sale club day 10 till 8 pm thur fri   sit night week sell fastspam,"[388, 31, 95, 495, 481, 1, 394, 21, 496, 319, 442, 412, 1, 605, 188, 64, 37, 449, 1]"
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?,ham",0,tyler 8th leave long 9 like hourham,"[1, 1, 53, 144, 283, 13, 707]"
ham,"Prepare to be pounded every night...,ham",0,prepare pound nightham,"[1, 267, 277]"
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.,ham",0,actually mobile msg m work online need send   ltgt   send msg wil explain u laterham,"[238, 27, 70, 51, 40, 404, 22, 9, 11, 9, 70, 413, 1, 2, 100]"
ham,"Sorry, I'll call later,ham",0,sorry laterham,"[25, 100]"
ham,"Good evening! How are you?,ham",0,good evening youham,"[8, 310, 81]"
ham,"I'm at home. Please call,ham",0,home callham,"[32, 634]"
ham,"Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,ham",0,oic cos n sis lunch today dad dunno 2 eat sch watham,"[1, 83, 29, 463, 176, 41, 269, 260, 3, 136, 419, 504]"
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*,ham",0,mmmmm   sooooo good wake word morning love mmmm fuck   love lion   devour kiss seaham,"[1, 1, 8, 167, 135, 109, 15, 1, 215, 15, 1, 1, 443, 1]"
ham,"We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,ham",0,pleased inform application airtel broadband process successfully installation happen 3 daysham,"[1, 905, 1, 1, 1, 1, 1, 1, 180, 97, 1]"
ham,"What happen dear. Why you silent. I am tensed,ham",0,happen dear silent tensedham,"[180, 74, 946, 1]"
ham,"I'll get there at 3, unless you guys want me to come some time sooner,ham",0,3 guy want come time soonerham,"[97, 112, 14, 6, 18, 1]"
ham,"If you are not coughing then its nothing,ham",0,cough nothingham,"[1, 1]"
ham,"ÌÏ come lt 25 n pass to me lar,ham",0,ìï come lt 25 n pass larham,"[129, 6, 1, 1, 29, 478, 825]"
ham,"I'm e person who's doing e sms survey...,ham",0,e person e sms surveyham,"[75, 138, 75, 1, 1]"
ham,"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham",0,lol ok ill try send warn sprint dead slow prolly tomorrowham,"[117, 16, 94, 43, 9, 1, 1, 918, 597, 1, 280]"
ham,"Thank You meet you monday,ham",0,thank meet mondayham,"[66, 50, 1]"
ham,"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,ham",0,th gower mate r u man good wales ill b åômorrow c u wk msg 4 åð randomham,"[670, 1, 270, 24, 2, 137, 8, 1, 94, 106, 1, 78, 2, 323, 70, 7, 1, 1]"
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel,spam",1,rock yr chik 100 filthy film xxx pic yr phone rply filth 69669 saristar ltd e14 9yt 08701752560 450p 5 day stop2 cancelspam,"[774, 546, 1, 453, 1, 723, 888, 239, 546, 33, 742, 1, 1, 1, 513, 1, 1, 1, 1, 168, 21, 1, 1]"
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but, don't miss ur best life for anything... Gud nyt..."",ham",0,single line big meaning miss 4 ur good life miss ur good life gud nytham,"[641, 148, 166, 1, 35, 7, 4, 8, 82, 35, 4, 8, 82, 108, 661]"
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like,ham",0,like   ltgt   later feel likeham,"[13, 11, 105, 56, 930]"
ham,"Dad wanted to talk about the apartment so I got a late start, omw now,ham",0,dad want talk apartment late start omw nowham,"[269, 14, 121, 903, 65, 96, 1, 90]"
ham,"I love you both too :-),ham",0,love ham,"[15, 5]"
ham,"Lol u still feeling sick?,ham",0,lol u feel sickham,"[117, 2, 56, 1]"
ham,"Din i tell u jus now 420,ham",0,din tell u jus 420ham,"[943, 19, 2, 214, 1]"
ham,"am up to my eyes in philosophy,ham",0,eye philosophyham,"[729, 1]"
spam,"From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,spam",1,month upto 50 4 ur standard network charge 2 activate 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost å150 min mobcudb morespam,"[190, 1, 1, 7, 4, 1, 232, 217, 3, 1, 1, 78, 1, 1, 1, 1, 1, 184, 347, 116, 1, 1]"
ham,"Ok lor. I'm in town now lei.,ham",0,ok lor town leiham,"[16, 49, 315, 1]"
ham,"I had it already..sabarish asked me to go..,ham",0,alreadysabarish ask goham,"[1, 34, 1]"
ham,"No da. . Vijay going to talk in jaya tv,ham",0,da   vijay talk jaya tvham,"[52, 1, 121, 1, 1]"
spam,"URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,spam",1,urgent try contact u todays draw win å800 prize guarantee 09050000460 land line claim j89 po box245c2150pmspam,"[104, 43, 84, 2, 387, 154, 26, 967, 67, 131, 1, 417, 148, 42, 1, 211, 1]"
ham,"Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham",0,lol know hey great inpersonation flea forum love itham,"[117, 10, 47, 46, 1, 1, 1, 15, 119]"
spam,"Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam",1,text banneduk 89555 cost 150p textoperator g696ga 18 xxxspam,"[17, 1, 1, 184, 557, 1, 1, 227, 1]"
ham,"Still chance there. If you search hard you will get it..let have a try :),ham",0,chance search hard itlet try ham,"[175, 368, 489, 1, 43, 5]"
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.,spam",1,auction round 4 high bid å54 maximum bid å71 bid send bid e g 10 bid å10 83383 good luckspam,"[503, 839, 7, 1, 868, 1, 1, 868, 1, 868, 9, 868, 75, 229, 496, 868, 1, 1, 8, 1]"
ham,"Do you always celebrate NY's with your family ?,ham",0,celebrate ny family ham,"[1, 1, 448, 5]"
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-,ham",0,know taj mahal symbol love lesser know fact 1 mumtaz shahjahan 4th wife 7 wife 2 shahjahan kill mumtaz husband marry 3 mumtaz die   ltgt th delivery 4 marry mumtaz sister question arise hell love great hariham,"[10, 1, 1, 1, 15, 1, 10, 727, 76, 1, 1, 1, 450, 266, 450, 3, 1, 1, 1, 1, 800, 97, 1, 465, 11, 670, 406, 7, 800, 1, 437, 296, 1, 1, 15, 46, 1]"
ham,"Its ok..come to my home it vl nice to meet and v can chat..,ham",0,okcome home vl nice meet v chatham,"[1, 32, 1, 134, 50, 145, 1]"
spam,"Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam",1,collect valentine weekend paris inc flight   hotel   å200 prize guarantee text paris 69101 wwwrtfsphostingcomspam,"[235, 438, 287, 1, 904, 1, 951, 834, 67, 131, 17, 1, 1, 1]"
ham,"Sent me de webadres for geting salary slip,ham",0,send de webadre salary slipham,"[9, 365, 1, 1, 1]"
ham,"She's fine. Sends her greetings,ham",0,fine send greetingsham,"[170, 9, 1]"
spam,"Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,spam",1,customer loyalty offerthe new nokia6650 mobile å10 txtauction txt word start 81151   4tctxt tc 150pmtmsgspam,"[120, 1, 1, 31, 1, 27, 1, 1, 23, 135, 96, 1, 1, 273, 1]"
ham,"But you dint in touch with me.,ham",0,dint touch meham,"[1, 487, 80]"
ham,"Yup, leaving right now, be back soon,ham",0,yup leave right soonham,"[177, 53, 79, 420]"
spam,"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam",1,believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxtspam,"[462, 359, 1, 702, 28, 229, 892, 1, 1, 55, 1, 195, 1, 1]"
ham,"Yeah sure I'll leave in a min,ham",0,yeah sure leave minham,"[77, 98, 53, 470]"
ham,"And do you have any one that can teach me how to ship cars.,ham",0,teach ship carsham,"[638, 1, 1]"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL,ham",0,sign maturity start big thing actually start understand small thing nice evening bslvylham,"[758, 1, 96, 166, 55, 238, 96, 569, 644, 55, 134, 310, 699]"
ham,"Yeah confirmed for you staying at  that weekend,ham",0,yeah confirm stay   weekendham,"[77, 574, 213, 584]"
ham,"They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,ham",0,ì dun haf passport smth like dat ì juz send email account   ham,"[48, 123, 355, 1, 538, 13, 179, 48, 307, 9, 531, 165, 5]"
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.,ham",0,multiply number independently count decimal point division push decimal place like youham,"[1, 60, 1, 1, 1, 262, 1, 1, 1, 122, 13, 81]"
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning,ham",0,lovely night wake message hope smile know great morningham,"[532, 64, 167, 71, 39, 110, 10, 46, 534]"
ham,"Ard 4 lor...,ham",0,ard 4 lorham,"[370, 7, 132]"
ham,"You are right. Meanwhile how's project twins comin up,ham",0,right project twin comin upham,"[79, 596, 1, 797, 230]"
ham,"I sent your maga that money yesterday oh.,ham",0,send maga money yesterday ohham,"[9, 1, 128, 426, 617]"
spam,"Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam",1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å10 txtauctiontxt wordstart no81151   now4tspam,"[36, 1, 1, 120, 1, 157, 31, 1, 27, 1, 1, 1, 1, 1]"
ham,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,ham",0,heart love mind wisdom eye r dream amp life frnd alwy touch good night amp sweet dreamsham,"[155, 15, 195, 1, 729, 24, 459, 73, 82, 268, 1, 487, 8, 64, 73, 218, 801]"
spam,"I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam",1,hot n horny willing live local   text reply hear strt 150p msg netcollex ltdhelpdesk 02085076972 reply stop endspam,"[341, 29, 929, 1, 133, 1, 17, 28, 163, 1, 557, 70, 1, 1, 1, 28, 30, 1]"
ham,"Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham",0,ride equally uneventful   pesky cyclist time night ham,"[1, 1, 1, 1, 1, 18, 64, 5]"
ham,"If you were/are free i can give. Otherwise nalla adi entey nattil kittum,ham",0,wereare free nalla adi entey nattil kittumham,"[1, 12, 1, 1, 1, 1, 1]"
ham,"I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,ham",0,send wife text buy tell relax wkendham,"[9, 450, 17, 91, 19, 1, 1]"
ham,"I am in escape theatre now. . Going to watch KAVALAN in a few minutes,ham",0,escape theatre   watch kavalan minutesham,"[1, 1, 101, 1, 851]"
ham,"How much would it cost to hire a hitman,ham",0,cost hire hitmanham,"[184, 1, 1]"
ham,"I anything lor...,ham",0,lorham,[132]
ham,"Sorry, I'll call later,ham",0,sorry laterham,"[25, 100]"
spam,"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam",1,want new nokia 3510i colour phone deliver tomorrow 200 free minute mobile   100 free text   free camcorder reply 08000930705spam,"[14, 31, 99, 1, 348, 33, 876, 124, 1, 12, 187, 27, 453, 12, 17, 12, 509, 28, 1]"
ham,"Huh but i cant go 2 ur house empty handed right?,ham",0,huh 2 ur house handed rightham,"[493, 3, 4, 376, 1, 518]"
ham,"Good morning princess! Happy New Year!,ham",0,good morning princess happy new yearham,"[8, 109, 298, 54, 31, 1]"
spam,"Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam",1,congratulation win winner august å1000 prize draw 09066660100 prize code 2309spam,"[552, 26, 505, 1, 209, 67, 154, 1, 67, 253, 1]"
ham,"Aight, we'll head out in a few,ham",0,aight head fewham,"[236, 391, 1]"
ham,"Then wat r u doing now? Busy wif work?,ham",0,wat r u busy wif workham,"[61, 24, 2, 522, 272, 688]"
ham,"I know you mood off today,ham",0,know mood todayham,"[10, 986, 223]"
ham,"Jay told me already, will do,ham",0,jay tell doham,"[592, 19, 580]"
ham,"Cps is causing the outages to conserve energy.,ham",0,cps cause outage conserve energyham,"[1, 374, 1, 1, 1]"
ham,"I'm not sure, I was just checking out what was happening around the area,ham",0,sure check happen areaham,"[98, 127, 180, 1]"
ham,"Hey morning what you come to ask:-) pa...,ham",0,hey morning come ask paham,"[47, 109, 6, 34, 743]"
ham,"Jordan got voted out last nite!,ham",0,jordan vote niteham,"[1, 1, 1]"
ham,"That means you got an A in epi, she.s fine. She.s here now.,ham",0,mean epi s fine s nowham,"[115, 1, 44, 170, 44, 90]"
ham,"I have no idea where you are,ham",0,idea areham,"[863, 1]"
ham,"Pls come quick cant bare this.,ham",0,pls come quick bare thisham,"[59, 6, 1, 1, 875]"
ham,"Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham",0,joy father john john   joy father u ans th hav   ltgt   iq tis s ias question try answerham,"[583, 728, 669, 669, 583, 728, 2, 1, 670, 295, 11, 1, 1, 44, 1, 296, 43, 1]"
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep,ham",0,m unable cal lets meet bhaskar deepham,"[51, 1, 1, 1, 50, 1, 1]"
ham,"No. I.ll meet you in the library,ham",0,ill meet libraryham,"[94, 50, 1]"
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure,ham",0,k roommate want dubsack friend want plan bring extra tell know sureham,"[103, 1, 14, 1, 57, 14, 164, 169, 657, 19, 10, 1]"
ham,"Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,ham",0,depend individual lor e hair dresser pretty parent look gong u kaypoh dunno wat collectingham,"[1, 1, 49, 75, 352, 1, 528, 502, 93, 1, 2, 1, 260, 61, 1]"
ham,"Ok c Ì_ then.,ham",0,ok c ì thenham,"[16, 78, 48, 314]"
ham,"I enjoy watching and playing football and basketball. Anything outdoors. And you?,ham",0,enjoy watch play football basketball outdoors youham,"[181, 101, 146, 1, 1, 1, 81]"
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb,ham",0,ask macho price range want new plus interfue blackberry bold   ltgt   bbham,"[34, 1, 305, 1, 14, 31, 317, 1, 1, 1, 11, 1]"
ham,"Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham",0,sorry send blank msg yup try 2 study nowham,"[25, 9, 1, 70, 177, 43, 3, 516, 90]"
ham,"Hey check it da. I have listed da.,ham",0,hey check da list daham,"[47, 127, 52, 982, 278]"
spam,"8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,spam",1,8007 25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity spam,"[403, 957, 7, 1, 1, 738, 22, 575, 4, 302, 19, 4, 1, 23, 92, 1, 403, 1, 440, 1, 1, 1, 1, 1, 3, 1, 197]"
ham,"I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham",0,mean apology texte drug   ltgt nightham,"[115, 1, 811, 784, 11, 277]"
ham,"That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham",0,mean february april place stay hustle forth audition season sister away harlemham,"[115, 1, 1, 122, 213, 1, 1, 1, 1, 437, 316, 1]"
ham,"Goin to workout lor... Muz lose e fats... ,ham",0,goin workout lor muz lose e fat ham,"[402, 1, 49, 689, 201, 75, 948, 5]"
